id,x_minimo,x_maximo,y_minimo,y_maximo,peso_da_placa,area_pixels,perimetro_x,perimetro_y,soma_da_luminosidade,maximo_da_luminosidade,comprimento_do_transportador,tipo_do_aço_A300,tipo_do_aço_A400,espessura_da_chapa_de_aço,temperatura,index_de_bordas,index_vazio,index_quadrado,index_externo_x,indice_de_bordas_x,indice_de_bordas_y,indice_de_variacao_x,indice_de_variacao_y,indice_global_externo,log_das_areas,log_indice_x,log_indice_y,indice_de_orientaçao,indice_de_luminosidade,sigmoide_das_areas,minimo_da_luminosidade,falha_1,falha_2,falha_3,falha_4,falha_5,falha_6,falha_outros
0,-0.4684220261981468,-0.801971976572101,-0.4324577563955914,-0.7315262750601665,0.0,-0.3438557798820413,-0.20369755628187625,-0.08986344589094644,-0.39628328311745054,0.8739145749795386,0.13593845249386974,False,True,-0.1558773259232646,0.08749091892334461,-0.37431496922262764,1.300007548462786,0.8699085733102443,-0.389201520107776,-0.23886929155764672,-0.5423501124687518,0.17281232896404608,-0.09191200666621095,-1.2435289084276204,-0.7784116374163988,-0.2956382985576642,-0.7366908126155225,-0.6077393768086389,1.295614307696616,-0.7859484556338622,-0.17134993285819805,False,False,False,False,False,False,True
1,0.06985501448980637,-1.4551371404030424,-0.16059193347177123,0.1081973184199039,0.0,-0.4086464507124019,-0.2959752804078476,-0.7164504148565367,-0.4134446873249654,1.3147826390171342,-2.8926648282787704,False,True,-0.037909710867706496,-0.01340542879316974,0.0015912349866067748,0.782543291768375,0.5432370864736595,-0.49666417718915273,0.7234658369779914,0.022221767556545275,-0.3268469314948385,-0.49405070410611984,-1.2435289084276204,-1.6129555179352717,-0.9864445866863611,-1.6227750653199973,-0.7818416998246253,1.2441659165971755,-1.2711216751479837,-0.2079918051072198,False,False,False,True,False,False,False
2,-0.5313230661130782,-0.7154965886846242,0.002886893480682042,0.6131744247724761,0.0,1.090992421460785,1.06768442056484,0.25758051320371733,1.0390718067795324,-0.19676500911176528,0.12442285066583689,False,True,-0.1558773259232646,0.09473180032948329,-0.9130921457928821,0.000347321141896532,-0.8507391414859561,1.7952549057360732,0.11107075518258513,-1.6533247617806972,-0.4540161060452142,-0.5225342195786746,-1.2435289084276204,1.712661711181744,1.9310119395224168,0.9089275220363183,-1.5247730828695054,-0.3999128166246516,1.2811816965922533,-0.4754774725250783,False,False,True,False,False,False,False
3,-0.4823381854713617,-0.8240507990114567,-0.4633413531953952,-0.8269143539980103,0.0,-0.2975108516368367,-0.1421790735312287,-0.06313698749904922,-0.3430490881769107,0.37006535893657205,0.13209991855119213,False,True,-0.1558773259232646,-0.24427893877527518,-0.4928850371014502,0.5343104381946798,0.4071557319804729,-0.21133229459377295,0.46404246074358646,-0.43200600090964725,0.4499870340000805,0.545665060470783,-1.2435289084276204,-0.045887703817921954,0.2701550087284078,-0.2717412902206178,-0.8543674049783093,0.706984186000076,0.7512783093294422,-0.2079918051072198,False,False,True,False,False,False,False
4,-0.31144774959628246,-0.2996787660767573,0.4029890848153571,-0.5827961241052014,0.0,-0.34662264126981474,-0.2549629585740826,-0.08986344589094644,-0.4042405818509298,-0.8265765291654734,0.12058431672315927,False,False,0.1980255192434097,-0.6070897287455819,0.9850061661024462,-0.2073883297339755,-0.8343483901044239,-0.511486612648653,-1.116751067228996,0.760951221247416,2.2206710101996303,-0.554778287668985,0.8423508538532473,-0.8765475762053078,-1.1260667639546686,-0.3840749592904645,1.1131716830144893,-0.5640937117508074,-1.0796765571835916,-0.2995964857297741,False,True,False,False,False,False,False
5,-0.5602686774013653,-1.4551371404030424,-0.37373348136897333,-0.5501132597618307,0.0,-0.4086464507124019,0.6729408229148515,0.21303641588388866,1.0005165347684355,-0.2597461611171361,0.12442285066583689,False,True,-0.1558773259232646,-0.3803689432839795,-0.9228644041345433,-0.2328865684696418,-0.6498571419960143,1.5488319162218815,0.7888630486831585,-1.3245081723154146,-0.4022883263464829,1.5562680292457607,-1.2435289084276204,1.6986792819083907,1.8327129178581825,0.9415555586956094,-1.4177113276426387,-0.4120183204127552,1.2811816965922533,-0.4644849108503718,False,False,True,False,False,False,False
6,-0.5324363588549355,-0.7136566868146779,-0.23699023905548075,-0.12770434338980644,0.0,2.008206971507669,2.4877360640589545,0.8069577134816045,2.2261498251414076,0.747952270968797,0.20503206346206684,False,True,-0.1558773259232646,-1.7286797135616296,-0.9284020171948179,1.332255320981423,0.8184492375775265,1.7619044259521977,-1.2484116788738355,-1.725558055692882,1.0246215164851993,2.704681980452286,-1.2435289084276204,1.987908420766467,1.946455947172424,1.7497986382272035,-0.6351650636314605,0.2878311173369871,1.2811816965922533,-0.5377686553484152,False,False,True,False,False,False,False
7,-0.5302097733712211,-0.7449350186037652,-0.3548096425875237,-0.4916615729606933,0.0,-0.4086464507124019,0.7139531447486165,0.24273248076377443,0.9758898752018393,-0.2597461611171361,0.12442285066583689,False,True,-0.1558773259232646,0.7026795735429174,-0.9036456293959431,-0.0971459446121225,-0.625842785320746,1.5488319162218815,0.6554700605693075,-1.4720768034366265,2.2640325280503837,2.689199750653835,-1.2435289084276204,1.690911265645416,1.8327129178581825,0.9576365196205462,-1.4049126737919886,-0.43471614001544956,1.2811816965922533,-0.4644849108503718,False,False,True,False,False,False,False
8,-0.12441456896427393,0.3166883603552578,-0.22339221890519756,-0.08577859500080892,0.0,-0.35861237395016615,-1.5160918549623574,-0.13143793672278656,-0.4153193503170162,0.37006535893657205,0.12442285066583689,False,True,-0.037909710867706496,0.48967562506075096,1.6775335405815037,-1.0743284467466399,0.10754804393665067,-0.5244562436757156,1.685800965513629,0.760951221247416,-0.587473390423547,-0.7038096198434396,-1.2435289084276204,-1.8577774971566783,-1.2913593863709614,-2.1399294463697682,-1.0140458482578487,0.9680091114310609,-1.3179392507249459,-0.22264855400682845,False,False,False,True,False,False,False
9,-0.5313230661130782,-1.4551371404030424,-0.210978405381152,-0.04740019873483596,0.0,1.1361844907944172,1.2727460297336652,0.29024618457159174,1.0762956673069637,-0.13378385710639445,0.12058431672315927,False,True,-0.1558773259232646,2.0193519800420066,-0.9127664038481601,0.1743353031029157,-0.68606926714126,1.7433763816278223,-0.29387224444874727,-1.6227474778546804,0.20888807866667908,2.0481586092227597,-1.2435289084276204,1.7298808138980037,1.9101416589142994,1.0040149431576821,-1.437010885036476,-0.43320295204193654,1.2811816965922533,-0.490134221424687,False,False,True,False,False,False,False
